,ID,Producto,Cliente,Año,Periodo,Cantidad,Ingresos,Conteo,Costos,Margen
4116,4599,Macaroons - Two Bite Choc,Waters and Sons,2019,4,4.0,62.5,4.0,40.42,22.08
4117,4600,Macaroons - Two Bite Choc,Waters and Sons,2019,5,5.0,87.5,3.0,59.92,27.58
4118,4601,Macaroons - Two Bite Choc,Waters and Sons,2019,6,2.0,35.0,2.0,23.96,11.04
4136,4619,Cheese - Fontina,Graham and Sons,2019,1,10.0,158.0,4.0,41.52,116.47999999999999
4139,4622,Sausage - Andouille,Graham and Sons,2019,2,12.0,186.0,4.0,45.15,140.85
4141,4624,Sausage - Andouille,Graham and Sons,2019,3,14.0,229.0,5.0,64.59,164.41
4142,4625,Sausage - Andouille,Graham and Sons,2019,4,12.0,204.0,4.0,63.04,140.96
4143,4626,Sausage - Andouille,Graham and Sons,2019,5,13.0,221.0,4.0,68.28,152.72
4144,4627,Sausage - Andouille,Graham and Sons,2019,6,10.0,170.0,4.0,52.52,117.47999999999999
4146,4629,"Flour - Bran, Red",Graham and Sons,2019,1,24.0,399.0,4.0,91.34,307.65999999999997
4149,4632,Artichokes - Jerusalem,Graham and Sons,2019,2,30.0,539.0,4.0,159.45,379.55
4151,4634,Artichokes - Jerusalem,Graham and Sons,2019,3,30.0,514.25,5.0,137.57,376.68
4152,4635,Artichokes - Jerusalem,Graham and Sons,2019,4,20.0,371.25,4.0,121.34,249.91
4153,4636,Artichokes - Jerusalem,Graham and Sons,2019,5,23.0,539.0,5.0,133.29,405.71000000000004
4154,4637,Artichokes - Jerusalem,Graham and Sons,2019,6,20.0,385.0,4.0,136.1,248.9
4156,4639,Cheese - Pont Couvert,Graham and Sons,2019,1,3.0,70.25,3.0,26.75,43.5
4159,4642,Nescafe - Frothy French Vanilla,Graham and Sons,2019,2,4.0,103.36,4.0,45.36,58.0
4161,4644,Nescafe - Frothy French Vanilla,Graham and Sons,2019,3,5.0,126.68,5.0,54.18,72.5
4162,4645,Nescafe - Frothy French Vanilla,Graham and Sons,2019,4,4.0,105.25,4.0,47.25,58.0
4163,4646,Nescafe - Frothy French Vanilla,Graham and Sons,2019,5,5.0,133.75,5.0,61.25,72.5
4164,4647,Nescafe - Frothy French Vanilla,Graham and Sons,2019,6,2.0,53.5,2.0,24.5,29.0
4166,4649,Crackers - Soda / Saltins,Graham and Sons,2019,1,1.0,27.0,1.0,10.73,16.27
4170,4653,Crawfish,Graham and Sons,2019,1,3.0,172.1,3.0,68.87,103.22999999999999
4173,4656,ORGANIC Shiitake 5lbs/cs (L),Graham and Sons,2019,2,4.0,228.8,4.0,90.48,138.32
4175,4658,ORGANIC Shiitake 5lbs/cs (L),Graham and Sons,2019,3,3.0,171.6,3.0,67.34,104.25999999999999
4176,4659,ORGANIC Shiitake 5lbs/cs (L),Graham and Sons,2019,4,3.0,171.6,3.0,62.81,108.78999999999999
4177,4660,ORGANIC Shiitake 5lbs/cs (L),Graham and Sons,2019,5,3.0,171.6,3.0,60.45,111.14999999999999
4178,4661,ORGANIC Shiitake 5lbs/cs (L),Graham and Sons,2019,6,3.0,171.6,3.0,58.78,112.82
4180,4663,Pomegranates,Graham and Sons,2019,5,3.0,75.0,1.0,35.3,39.7
4186,4669,Wine - Semi Dry Riesling Vineland,Graham and Sons,2019,1,4.0,66.0,4.0,37.96,28.04
4189,4672,Wine - Sawmill Creek Autumn,Graham and Sons,2019,2,4.0,66.0,4.0,37.96,28.04
4191,4674,Wine - Sawmill Creek Autumn,Graham and Sons,2019,3,5.0,82.5,5.0,47.45,35.05
4192,4675,Wine - Sawmill Creek Autumn,Graham and Sons,2019,4,4.0,66.0,3.0,37.95,28.049999999999997
4193,4676,Wine - Sawmill Creek Autumn,Graham and Sons,2019,5,5.0,82.5,5.0,47.45,35.05
4194,4677,Wine - Sawmill Creek Autumn,Graham and Sons,2019,6,4.0,66.0,4.0,37.96,28.04
4196,4679,Icecream Cone - Areo Chocolate,Graham and Sons,2019,5,2.0,45.0,2.0,31.52,13.48
4199,4682,Cheese - Camembert,Graham and Sons,2019,6,3.0,67.5,3.0,47.28,20.22
4202,4685,Cherries - Fresh,Graham and Sons,2019,1,1.0,30.0,1.0,26.88,3.120000000000001
4206,4689,Ginger - Crystalized,Graham and Sons,2019,1,1.0,37.0,1.0,18.73,18.27
4210,4693,"Sugar - Sweet N Low, Individual",Graham and Sons,2019,1,1.0,29.5,1.0,19.54,9.96
4214,4697,Sage Derby,Graham and Sons,2019,1,1.0,44.8,1.0,27.16,17.639999999999997
4218,4701,Soup - French Can Pea,Graham and Sons,2019,1,1.0,25.0,1.0,11.02,13.98
4222,4705,Rye Special Old,Graham and Sons,2019,1,1.0,21.0,1.0,7.75,13.25
4225,4708,Fresh Cape Gooseberries 12 pp/cs,Graham and Sons,2019,3,1.0,21.0,1.0,7.49,13.51
4231,4714,Tamarind Paste,Howe Inc,2019,1,1.0,14.0,1.0,8.57,5.43
4235,4718,Soupcontfoam16oz 116con,Howe Inc,2019,1,3.0,105.75,1.0,53.93,51.82
4239,4722,Higashimaru Usukuchi Soy,Howe Inc,2019,1,3.0,78.0,1.0,11.86,66.14
4243,4726,Pears - Bartlett,Howe Inc,2019,1,4.0,125.4,2.0,65.62,59.78
4246,4729,Garbage Bag - Clear,Howe Inc,2019,2,4.0,105.6,2.0,45.83,59.769999999999996
4248,4731,Garbage Bag - Clear,Howe Inc,2019,3,7.0,188.0,4.0,83.4,104.6
4249,4732,Garbage Bag - Clear,Howe Inc,2019,4,3.0,88.05,2.0,43.22,44.83
4250,4733,Garbage Bag - Clear,Howe Inc,2019,5,10.0,264.0,5.0,114.56,149.44
4251,4734,Garbage Bag - Clear,Howe Inc,2019,6,8.0,211.2,3.0,91.66,119.53999999999999
4253,4736,"Beef - Bones, Marrow",Howe Inc,2019,1,3.0,203.28,2.0,118.28,85.0
4256,4739,Lamb - Ground,Howe Inc,2019,2,2.0,135.52,1.0,70.51,65.01
4258,4741,Lamb - Ground,Howe Inc,2019,4,2.0,135.52,1.0,69.88,65.64000000000001
4265,4748,Bulgar,Howe Inc,2019,3,2.0,93.0,2.0,33.34,59.66
4266,4749,Bulgar,Howe Inc,2019,4,3.0,112.25,3.0,21.27,90.98
4267,4750,Bulgar,Howe Inc,2019,5,1.0,45.0,1.0,14.64,30.36
4270,4753,Tomatoes,Howe Inc,2019,3,1.0,26.4,1.0,22.39,4.009999999999998
4273,4756,Chinese Foods - Plain Fried Rice,Howe Inc,2019,5,1.0,26.4,1.0,22.39,4.009999999999998
4275,4758,Chinese Foods - Plain Fried Rice,Howe Inc,2019,6,1.0,26.4,1.0,22.39,4.009999999999998
4277,4760,"Flour - Buckwheat, Dark",Howe Inc,2019,1,0.0,0.0,1.0,0.0,0.0
4280,4763,Fiddlehead - Frozen,Howe Inc,2019,2,3.0,96.0,3.0,8.69,87.31
4282,4765,Fiddlehead - Frozen,Howe Inc,2019,4,2.0,64.0,2.0,4.02,59.980000000000004
4283,4766,Fiddlehead - Frozen,Howe Inc,2019,6,1.0,32.0,1.0,1.71,30.29
4285,4768,Mix Pina Colada,Howe Inc,2019,3,1.0,25.85,1.0,21.97,3.8800000000000026
4288,4771,Lidsoupcont Rp12dn,Howe Inc,2019,5,1.0,25.85,1.0,21.97,3.8800000000000026
4291,4774,Wine - Shiraz South Eastern,Howe Inc,2019,1,6.0,83.5,5.0,48.94,34.56
4294,4777,Juice - Lemon,Howe Inc,2019,2,2.0,27.5,2.0,15.98,11.52
4296,4779,Juice - Lemon,Howe Inc,2019,3,4.0,56.0,4.0,32.96,23.04
4297,4780,Juice - Lemon,Howe Inc,2019,4,4.0,56.0,4.0,32.96,23.04
4298,4781,Juice - Lemon,Howe Inc,2019,5,5.0,70.0,5.0,41.2,28.799999999999997
4299,4782,Juice - Lemon,Howe Inc,2019,6,4.0,56.0,4.0,32.96,23.04
4301,4784,Octopus,Howe Inc,2019,1,5.0,60.0,5.0,30.1,29.9
4304,4787,V8 - Vegetable Cocktail,Howe Inc,2019,2,3.0,37.14,3.0,19.2,17.94
4306,4789,V8 - Vegetable Cocktail,Howe Inc,2019,3,4.0,48.0,4.0,24.08,23.92
4307,4790,V8 - Vegetable Cocktail,Howe Inc,2019,4,3.0,37.38,2.0,19.45,17.930000000000003
4309,4792,Cape Capensis - Fillet,Howe Inc,2019,1,6.0,76.0,5.0,17.27,58.730000000000004
4312,4795,Roe - White Fish,Howe Inc,2019,2,5.0,61.27,4.0,12.33,48.940000000000005
4314,4797,Roe - White Fish,Howe Inc,2019,3,4.0,52.0,3.0,12.99,39.01
4315,4798,Roe - White Fish,Howe Inc,2019,4,4.0,50.76,3.0,12.44,38.32
4316,4799,Roe - White Fish,Howe Inc,2019,5,8.0,104.0,5.0,25.99,78.01
4317,4800,Roe - White Fish,Howe Inc,2019,6,5.0,65.0,4.0,16.0,49.0
4319,4802,Coffee - Espresso,Howe Inc,2019,1,4.0,66.0,4.0,43.92,22.08
4322,4805,"Trout - Hot Smkd, Dbl Fillet",Howe Inc,2019,2,4.0,63.44,4.0,41.36,22.08
4324,4807,"Trout - Hot Smkd, Dbl Fillet",Howe Inc,2019,3,3.0,49.5,3.0,32.94,16.560000000000002
4325,4808,"Trout - Hot Smkd, Dbl Fillet",Howe Inc,2019,4,4.0,66.0,4.0,43.92,22.08
4326,4809,"Trout - Hot Smkd, Dbl Fillet",Howe Inc,2019,5,5.0,82.5,5.0,54.9,27.6
4327,4810,"Trout - Hot Smkd, Dbl Fillet",Howe Inc,2019,6,3.0,49.5,3.0,32.94,16.560000000000002
4329,4812,"Beef - Baby, Liver",Howe Inc,2019,1,5.0,100.0,4.0,54.31,45.69
4332,4815,Muffin - Mix - Creme Brule 15l,Howe Inc,2019,2,3.0,60.0,3.0,32.58,27.42
4334,4817,Muffin - Mix - Creme Brule 15l,Howe Inc,2019,3,4.0,80.0,4.0,43.44,36.56
4335,4818,Muffin - Mix - Creme Brule 15l,Howe Inc,2019,4,3.0,55.5,3.0,28.08,27.42
4336,4819,Muffin - Mix - Creme Brule 15l,Howe Inc,2019,5,5.0,91.0,5.0,45.3,45.7
4337,4820,Muffin - Mix - Creme Brule 15l,Howe Inc,2019,6,4.0,80.0,4.0,43.44,36.56
4339,4822,Wine - Dubouef Macon - Villages,Howe Inc,2019,1,4.0,52.0,4.0,29.92,22.08
4342,4825,White Baguette,Howe Inc,2019,2,3.0,37.9,3.0,21.34,16.56
4344,4827,White Baguette,Howe Inc,2019,3,3.0,39.0,3.0,22.44,16.56
4345,4828,White Baguette,Howe Inc,2019,4,4.0,54.25,4.0,32.17,22.08
4346,4829,White Baguette,Howe Inc,2019,5,4.0,55.0,3.0,32.93,22.07
4347,4830,White Baguette,Howe Inc,2019,6,2.0,26.0,2.0,14.96,11.04
4349,4832,Crawfish,Howe Inc,2019,4,2.0,114.4,1.0,41.19,73.21000000000001
4353,4836,Wine - Prem Select Charddonany,Howe Inc,2019,1,5.0,100.35,4.0,53.54,46.809999999999995
4356,4839,"Juice - Apple, 1.36l",Howe Inc,2019,2,6.0,116.8,4.0,60.62,56.18
4358,4841,"Juice - Apple, 1.36l",Howe Inc,2019,3,5.0,100.0,3.0,53.18,46.82
4359,4842,"Juice - Apple, 1.36l",Howe Inc,2019,4,5.0,102.0,4.0,55.19,46.81
4360,4843,"Juice - Apple, 1.36l",Howe Inc,2019,5,6.0,122.0,4.0,65.82,56.18000000000001
4361,4844,"Juice - Apple, 1.36l",Howe Inc,2019,6,3.0,60.0,2.0,31.91,28.09
4363,4846,Wine - Semi Dry Riesling Vineland,Howe Inc,2019,1,5.0,82.5,5.0,47.45,35.05
4366,4849,Wine - Sawmill Creek Autumn,Howe Inc,2019,2,4.0,64.25,4.0,36.21,28.04
4368,4851,Wine - Sawmill Creek Autumn,Howe Inc,2019,3,3.0,49.5,3.0,28.47,21.03
4369,4852,Wine - Sawmill Creek Autumn,Howe Inc,2019,4,2.0,33.0,2.0,18.98,14.02
4370,4853,Wine - Sawmill Creek Autumn,Howe Inc,2019,5,3.0,49.5,3.0,28.47,21.03
4371,4854,Wine - Sawmill Creek Autumn,Howe Inc,2019,6,3.0,49.5,3.0,28.47,21.03
4373,4856,Icecream Cone - Areo Chocolate,Howe Inc,2019,1,6.0,140.48,5.0,98.76,41.719999999999985
4376,4859,Cheese - Camembert,Howe Inc,2019,2,5.0,128.42,4.0,94.72,33.69999999999999
4378,4861,Cheese - Camembert,Howe Inc,2019,3,5.0,97.5,4.0,63.8,33.7
4379,4862,Cheese - Camembert,Howe Inc,2019,4,3.0,67.5,2.0,47.28,20.22
4380,4863,Cheese - Camembert,Howe Inc,2019,5,6.0,132.0,5.0,91.56,40.44
4381,4864,Cheese - Camembert,Howe Inc,2019,6,4.0,78.0,4.0,51.04,26.96
4383,4866,Bread Country Roll,Howe Inc,2019,1,5.0,130.15,5.0,67.88,62.27000000000001
4386,4869,Juice - Apple Cider,Howe Inc,2019,2,5.0,156.85,4.0,94.54,62.30999999999999
4388,4871,Juice - Apple Cider,Howe Inc,2019,3,4.0,88.0,3.0,38.15,49.85
4389,4872,Juice - Apple Cider,Howe Inc,2019,4,5.0,106.0,4.0,43.69,62.31
4390,4873,Juice - Apple Cider,Howe Inc,2019,5,5.0,105.0,4.0,42.69,62.31
4391,4874,Juice - Apple Cider,Howe Inc,2019,6,4.0,88.0,4.0,38.16,49.84
4393,4876,Hot Chocolate - Individual,Howe Inc,2019,1,4.0,147.0,1.0,99.59,47.41
4397,4880,"Sugar - Sweet N Low, Individual",Howe Inc,2019,1,1.0,25.85,1.0,15.97,9.88
4400,4883,Onions - Vidalia,Howe Inc,2019,2,1.0,34.1,1.0,24.22,9.880000000000003
4402,4885,Onions - Vidalia,Howe Inc,2019,3,1.0,34.1,1.0,24.22,9.880000000000003
4403,4886,Onions - Vidalia,Howe Inc,2019,4,1.0,34.1,1.0,24.22,9.880000000000003
4404,4887,Onions - Vidalia,Howe Inc,2019,6,1.0,34.1,1.0,24.22,9.880000000000003
4406,4889,Sage Derby,Howe Inc,2019,1,1.0,39.6,1.0,20.87,18.73
4410,4893,Cheese - Oka,Howe Inc,2019,1,1.0,95.0,1.0,52.9,42.1
4414,4897,Tofu - Soft,Howe Inc,2019,1,2.0,210.0,1.0,60.05,149.95
4418,4901,Soup - French Can Pea,Howe Inc,2019,1,1.0,25.0,1.0,11.02,13.98
4421,4904,Ice Cream Bar - Hagen Daz,Howe Inc,2019,3,1.0,23.93,1.0,9.95,13.98
4423,4906,Ice Cream Bar - Hagen Daz,Howe Inc,2019,6,1.0,23.93,1.0,9.95,13.98
4425,4908,"Yogurt - Peach, 175 Gr",Howe Inc,2019,1,10.0,336.25,2.0,153.23,183.02
4428,4911,Strawberries - California,Howe Inc,2019,2,3.0,368.0,2.0,168.14,199.86
4430,4913,Strawberries - California,Howe Inc,2019,3,2.0,77.75,2.0,35.01,42.74
4432,4915,Sauce Bbq Smokey,Howe Inc,2019,1,2.0,114.0,1.0,33.34,80.66
4435,4918,Langers - Mango Nectar,Howe Inc,2019,4,2.0,139.0,1.0,58.34,80.66
4437,4920,Langers - Mango Nectar,Howe Inc,2019,5,6.0,417.0,4.0,175.02,241.98
4439,4922,Pepper - Red Thai,Howe Inc,2019,1,8.0,127.0,4.0,82.31,44.69
4442,4925,Macaroons - Two Bite Choc,Howe Inc,2019,2,3.0,52.5,1.0,35.95,16.549999999999997
4444,4927,Macaroons - Two Bite Choc,Howe Inc,2019,3,8.0,124.0,4.0,79.87,44.129999999999995
4445,4928,Macaroons - Two Bite Choc,Howe Inc,2019,4,2.0,31.0,1.0,19.97,11.030000000000001
4446,4929,Macaroons - Two Bite Choc,Howe Inc,2019,6,1.0,15.5,1.0,9.98,5.52
4448,4931,Cranberries - Frozen,Howe Inc,2019,2,2.0,52.5,1.0,33.98,18.520000000000003
4452,4935,Muffin Mix - Lemon Cranberry,Howe Inc,2019,1,1.0,18.98,1.0,12.49,6.49
4455,4938,Plasticknivesblack,Howe Inc,2019,2,2.0,37.96,1.0,24.99,12.970000000000002
4457,4940,Plasticknivesblack,Howe Inc,2019,3,2.0,38.0,1.0,25.03,12.969999999999999
4458,4941,Plasticknivesblack,Howe Inc,2019,4,2.0,37.96,2.0,24.98,12.98
4459,4942,Plasticknivesblack,Howe Inc,2019,5,2.0,37.96,2.0,24.98,12.98
4460,4943,Plasticknivesblack,Howe Inc,2019,6,3.0,56.94,3.0,37.47,19.47
4462,4945,Rye Special Old,Howe Inc,2019,1,6.0,126.0,3.0,45.08,80.92
4465,4948,Fresh Cape Gooseberries 12 pp/cs,Howe Inc,2019,2,5.0,126.25,3.0,58.65,67.6
4467,4950,Fresh Cape Gooseberries 12 pp/cs,Howe Inc,2019,3,3.0,63.0,2.0,22.48,40.519999999999996
4468,4951,Fresh Cape Gooseberries 12 pp/cs,Howe Inc,2019,4,3.0,71.5,3.0,31.0,40.5
4469,4952,Fresh Cape Gooseberries 12 pp/cs,Howe Inc,2019,5,3.0,75.75,2.0,46.04,29.71
4470,4953,Fresh Cape Gooseberries 12 pp/cs,Howe Inc,2019,6,3.0,63.0,3.0,24.18,38.82
4472,4955,Wine - Cave Springs Dry Riesling,Howe Inc,2019,1,1.0,16.25,1.0,8.5,7.75
4476,4959,Spice - Paprika,Howe Inc,2019,1,1.0,10.75,1.0,6.49,4.26
4484,4967,Chambord Royal,McLaughlin-Gleichner,2019,4,2.0,34.1,1.0,16.45,17.650000000000002
4491,4974,"Wine - Red, Metus Rose",McLaughlin-Gleichner,2019,2,47.0,664.95,11.0,194.43,470.52000000000004
4493,4976,"Wine - Red, Metus Rose",McLaughlin-Gleichner,2019,3,43.0,635.8,12.0,159.61,476.18999999999994
4496,4979,"Wine - Red, Metus Rose",McLaughlin-Gleichner,2019,6,41.0,584.25,8.0,176.54,407.71000000000004
4508,4991,"Beans - Kidney, Canned",McLaughlin-Gleichner,2019,1,1.0,28.5,1.0,2.0,26.5
4512,4995,Beef - Ground Lean Fresh,McLaughlin-Gleichner,2019,1,10.0,196.5,7.0,54.3,142.2
4515,4998,Muffin Puck Ww Carrot,McLaughlin-Gleichner,2019,2,7.0,161.95,8.0,41.87,120.07999999999998
4517,5000,Muffin Puck Ww Carrot,McLaughlin-Gleichner,2019,3,9.0,195.85,10.0,34.52,161.32999999999998
4518,5001,Muffin Puck Ww Carrot,McLaughlin-Gleichner,2019,4,9.0,180.0,7.0,55.63,124.37
4519,5002,Muffin Puck Ww Carrot,McLaughlin-Gleichner,2019,5,9.0,182.35,7.0,56.65,125.69999999999999
4520,5003,Muffin Puck Ww Carrot,McLaughlin-Gleichner,2019,6,6.0,121.5,4.0,36.74,84.75999999999999
4522,5005,Cheese - Fontina,McLaughlin-Gleichner,2019,4,2.0,28.0,1.0,4.51,23.490000000000002
4526,5009,Octopus,McLaughlin-Gleichner,2019,1,9.0,108.0,8.0,54.19,53.81
4529,5012,V8 - Vegetable Cocktail,McLaughlin-Gleichner,2019,2,6.0,73.52,6.0,37.64,35.879999999999995
4531,5014,V8 - Vegetable Cocktail,McLaughlin-Gleichner,2019,3,7.0,84.0,7.0,42.14,41.86
4532,5015,V8 - Vegetable Cocktail,McLaughlin-Gleichner,2019,4,7.0,86.5,6.0,44.65,41.85
4533,5016,V8 - Vegetable Cocktail,McLaughlin-Gleichner,2019,5,7.0,87.5,6.0,45.65,41.85
4534,5017,V8 - Vegetable Cocktail,McLaughlin-Gleichner,2019,6,5.0,62.5,4.0,32.61,29.89
4536,5019,"Flour - Bran, Red",McLaughlin-Gleichner,2019,4,4.0,77.0,1.0,27.05,49.95
4540,5023,Cape Capensis - Fillet,McLaughlin-Gleichner,2019,1,17.0,215.0,9.0,48.51,166.49
4543,5026,Roe - White Fish,McLaughlin-Gleichner,2019,2,17.0,225.32,10.0,36.6,188.72
4545,5028,Roe - White Fish,McLaughlin-Gleichner,2019,3,18.0,232.76,10.0,57.42,175.33999999999997
4546,5029,Roe - White Fish,McLaughlin-Gleichner,2019,4,13.0,169.0,10.0,43.63,125.37
4547,5030,Roe - White Fish,McLaughlin-Gleichner,2019,5,12.0,156.0,8.0,40.1,115.9
4548,5031,Roe - White Fish,McLaughlin-Gleichner,2019,6,9.0,116.38,7.0,28.18,88.19999999999999
4550,5033,Coffee - Espresso,McLaughlin-Gleichner,2019,1,8.0,132.0,8.0,87.84,44.16
4553,5036,"Trout - Hot Smkd, Dbl Fillet",McLaughlin-Gleichner,2019,2,4.0,65.19,4.0,43.11,22.08
4555,5038,"Trout - Hot Smkd, Dbl Fillet",McLaughlin-Gleichner,2019,3,8.0,131.73,8.0,87.57,44.16
4556,5039,"Trout - Hot Smkd, Dbl Fillet",McLaughlin-Gleichner,2019,4,6.0,99.0,6.0,65.88,33.120000000000005
4557,5040,"Trout - Hot Smkd, Dbl Fillet",McLaughlin-Gleichner,2019,5,8.0,132.0,8.0,87.84,44.16
4558,5041,"Trout - Hot Smkd, Dbl Fillet",McLaughlin-Gleichner,2019,6,5.0,82.5,5.0,54.9,27.6
4560,5043,"Beef - Baby, Liver",McLaughlin-Gleichner,2019,1,7.0,140.0,6.0,76.03,63.97
4563,5046,Muffin - Mix - Creme Brule 15l,McLaughlin-Gleichner,2019,2,6.0,120.0,6.0,65.16,54.84
4565,5048,Muffin - Mix - Creme Brule 15l,McLaughlin-Gleichner,2019,3,7.0,140.0,7.0,76.02,63.980000000000004
4566,5049,Muffin - Mix - Creme Brule 15l,McLaughlin-Gleichner,2019,4,8.0,160.0,7.0,86.89,73.11
4567,5050,Muffin - Mix - Creme Brule 15l,McLaughlin-Gleichner,2019,5,9.0,180.0,5.0,97.78,82.22
4568,5051,Muffin - Mix - Creme Brule 15l,McLaughlin-Gleichner,2019,6,10.0,200.0,8.0,108.62,91.38
4570,5053,Wine - Dubouef Macon - Villages,McLaughlin-Gleichner,2019,2,0.0,0.0,1.0,0.0,0.0
4574,5057,Nantucket Pine Orangebanana,McLaughlin-Gleichner,2019,5,1.0,32.0,1.0,32.0,0.0
4578,5061,Wine - Semi Dry Riesling Vineland,McLaughlin-Gleichner,2019,1,10.0,165.0,8.0,94.88,70.12
4581,5064,Wine - Sawmill Creek Autumn,McLaughlin-Gleichner,2019,2,7.0,115.5,6.0,66.42,49.08
4583,5066,Wine - Sawmill Creek Autumn,McLaughlin-Gleichner,2019,3,8.0,132.0,8.0,75.92,56.08
4584,5067,Wine - Sawmill Creek Autumn,McLaughlin-Gleichner,2019,4,7.0,115.5,6.0,66.42,49.08
4585,5068,Wine - Sawmill Creek Autumn,McLaughlin-Gleichner,2019,5,7.0,115.5,7.0,66.43,49.06999999999999
4586,5069,Wine - Sawmill Creek Autumn,McLaughlin-Gleichner,2019,6,6.0,99.0,6.0,56.94,42.06
4588,5071,Icecream Cone - Areo Chocolate,McLaughlin-Gleichner,2019,1,14.0,337.5,11.0,243.14,94.36000000000001
4591,5074,Cheese - Camembert,McLaughlin-Gleichner,2019,2,12.0,321.8,9.0,240.92,80.88000000000002
4593,5076,Cheese - Camembert,McLaughlin-Gleichner,2019,3,13.0,321.75,9.0,234.13,87.62
4594,5077,Cheese - Camembert,McLaughlin-Gleichner,2019,4,15.0,376.21,10.0,275.11,101.09999999999997
4595,5078,Cheese - Camembert,McLaughlin-Gleichner,2019,5,13.0,321.75,8.0,234.13,87.62
4596,5079,Cheese - Camembert,McLaughlin-Gleichner,2019,6,9.0,222.75,7.0,162.09,60.66
4598,5081,Bread Bowl Plain,McLaughlin-Gleichner,2019,1,1.0,14.0,1.0,8.68,5.32
4601,5084,Cinnamon - Ground,McLaughlin-Gleichner,2019,3,1.0,14.58,1.0,9.26,5.32
4603,5086,Cinnamon - Ground,McLaughlin-Gleichner,2019,4,1.0,14.58,1.0,9.26,5.32
4604,5087,Cinnamon - Ground,McLaughlin-Gleichner,2019,5,1.0,14.58,1.0,9.26,5.32
4605,5088,Cinnamon - Ground,McLaughlin-Gleichner,2019,6,2.0,29.16,2.0,18.58,10.580000000000002
4607,5090,Cookie Dough - Oatmeal Rasin,McLaughlin-Gleichner,2019,1,1.0,12.5,1.0,10.05,2.4499999999999993
4610,5093,Mayonnaise - Individual Pkg,McLaughlin-Gleichner,2019,2,1.0,13.2,1.0,10.75,2.4499999999999993
4612,5095,Mayonnaise - Individual Pkg,McLaughlin-Gleichner,2019,4,1.0,13.2,1.0,10.75,2.4499999999999993
4613,5096,Mayonnaise - Individual Pkg,McLaughlin-Gleichner,2019,6,1.0,13.2,1.0,10.75,2.4499999999999993
4615,5098,Cherries - Fresh,McLaughlin-Gleichner,2019,3,2.0,30.26,2.0,24.02,6.240000000000002
4618,5101,Sea Bass - Fillets,McLaughlin-Gleichner,2019,6,1.0,15.13,1.0,12.01,3.120000000000001
4621,5104,"Sugar - Sweet N Low, Individual",McLaughlin-Gleichner,2019,1,2.0,51.7,2.0,31.94,19.76
4624,5107,Onions - Vidalia,McLaughlin-Gleichner,2019,2,3.0,102.3,3.0,72.66,29.64
4626,5109,Onions - Vidalia,McLaughlin-Gleichner,2019,3,2.0,68.2,2.0,48.44,19.760000000000005
4627,5110,Onions - Vidalia,McLaughlin-Gleichner,2019,4,3.0,102.3,3.0,72.66,29.64
4628,5111,Onions - Vidalia,McLaughlin-Gleichner,2019,5,1.0,34.1,1.0,24.22,9.880000000000003
4629,5112,Onions - Vidalia,McLaughlin-Gleichner,2019,6,1.0,34.1,1.0,24.22,9.880000000000003
4631,5114,Lemon Pepper,McLaughlin-Gleichner,2019,2,1.0,41.25,1.0,34.6,6.649999999999999
4634,5117,Wine - Tribal Sauvignon,McLaughlin-Gleichner,2019,3,1.0,41.25,1.0,34.64,6.609999999999999
4637,5120,Soup - French Can Pea,McLaughlin-Gleichner,2019,1,3.0,75.0,3.0,33.06,41.94
4640,5123,Ice Cream Bar - Hagen Daz,McLaughlin-Gleichner,2019,2,3.0,71.79,3.0,29.85,41.940000000000005
4642,5125,Ice Cream Bar - Hagen Daz,McLaughlin-Gleichner,2019,3,2.0,47.86,2.0,19.9,27.96
4643,5126,Ice Cream Bar - Hagen Daz,McLaughlin-Gleichner,2019,4,1.0,23.93,1.0,9.95,13.98
4644,5127,Ice Cream Bar - Hagen Daz,McLaughlin-Gleichner,2019,5,1.0,23.93,1.0,9.95,13.98
4645,5128,Ice Cream Bar - Hagen Daz,McLaughlin-Gleichner,2019,6,2.0,47.86,2.0,19.9,27.96
4647,5130,Pepper - Red Thai,McLaughlin-Gleichner,2019,3,1.0,15.0,1.0,9.48,5.52
4651,5134,Gatorade - Xfactor Berry,McLaughlin-Gleichner,2019,5,0.0,46.75,1.0,0.0,46.75
4655,5138,Muffin Mix - Lemon Cranberry,McLaughlin-Gleichner,2019,2,1.0,18.98,1.0,12.49,6.49
4663,5146,Beef - Ground Lean Fresh,Torphy Inc,2019,1,32.0,624.0,8.0,168.79,455.21000000000004
4669,5152,Muffin Puck Ww Carrot,Torphy Inc,2019,4,36.0,715.0,9.0,220.12,494.88
4670,5153,Muffin Puck Ww Carrot,Torphy Inc,2019,5,32.0,648.0,9.0,201.87,446.13
4671,5154,Muffin Puck Ww Carrot,Torphy Inc,2019,6,20.0,383.0,8.0,100.26,282.74
4673,5156,Octopus,Torphy Inc,2019,1,48.0,492.0,8.0,205.2,286.8
4676,5159,V8 - Vegetable Cocktail,Torphy Inc,2019,2,52.0,601.16,8.0,290.44,310.71999999999997
4678,5161,V8 - Vegetable Cocktail,Torphy Inc,2019,3,57.0,599.16,9.0,258.56,340.59999999999997
4679,5162,V8 - Vegetable Cocktail,Torphy Inc,2019,4,53.0,637.75,9.0,321.07,316.68
4680,5163,V8 - Vegetable Cocktail,Torphy Inc,2019,5,50.0,625.0,9.0,326.25,298.75
